0.009211301803588867,0,"['$average', 'temperature']",2022-06-16 20:00:58.611875
0.003905773162841797,0,"['$average', 'pressure']",2022-06-16 20:00:58.617659
0.0032312870025634766,0,"['$average', 'temperature']",2022-06-16 20:00:58.622606
0.004506587982177734,0,"['$average', 'pressure']",2022-06-16 20:00:58.628680
0.00878000259399414,0,"['$average', 'temperature']",2022-06-16 20:00:58.639482
0.004532814025878906,0,"['$average', 'pressure']",2022-06-16 20:00:58.647340
0.012438058853149414,0,"['$average', 'temperature']",2022-06-16 20:00:58.661347
0.007894039154052734,0,"['$average', 'pressure']",2022-06-16 20:00:58.672514
0.005142927169799805,0,"['$average', 'temperature']",2022-06-16 20:00:58.679717
0.006039142608642578,0,"['$average', 'pressure']",2022-06-16 20:00:58.690090
0.003101348876953125,0,"['$average', 'temperature']",2022-06-16 20:00:58.695478
0.003937721252441406,0,"['$average', 'pressure']",2022-06-16 20:00:58.700670
0.0034546852111816406,0,"['$average', 'temperature']",2022-06-16 20:00:58.706506
0.004537343978881836,0,"['$average', 'pressure']",2022-06-16 20:00:58.714616
0.0029900074005126953,0,"['$average', 'temperature']",2022-06-16 20:00:58.720685
0.004533290863037109,0,"['$average', 'pressure']",2022-06-16 20:00:58.726915
0.003514528274536133,0,"['$average', 'temperature']",2022-06-16 20:00:58.733225
0.002837657928466797,0,"['$average', 'pressure']",2022-06-16 20:00:58.738717
0.00290679931640625,0,"['$average', 'temperature']",2022-06-16 20:00:58.742724
0.004935264587402344,0,"['$average', 'pressure']",2022-06-16 20:00:58.751224
0.002941131591796875,0,"['$average', 'temperature']",2022-06-16 20:00:58.756113
0.003796815872192383,0,"['$average', 'pressure']",2022-06-16 20:00:58.761943
0.004834413528442383,0,"['$average', 'temperature']",2022-06-16 20:00:58.767938
0.004733562469482422,0,"['$average', 'pressure']",2022-06-16 20:00:58.773868
0.003599405288696289,0,"['$average', 'temperature']",2022-06-16 20:00:58.779315
0.005160093307495117,0,"['$average', 'pressure']",2022-06-16 20:00:58.784475
0.00474858283996582,0,"['$average', 'temperature']",2022-06-16 20:00:58.790873
0.0029082298278808594,0,"['$average', 'pressure']",2022-06-16 20:00:58.796778
0.0034422874450683594,0,"['$average', 'temperature']",2022-06-16 20:00:58.802073
0.00400233268737793,0,"['$average', 'pressure']",2022-06-16 20:00:58.808288
0.003916025161743164,0,"['$average', 'temperature']",2022-06-16 20:00:58.815123
0.008493423461914062,0,"['$average', 'pressure']",2022-06-16 20:00:58.827344
0.009429216384887695,0,"['$average', 'temperature']",2022-06-16 20:00:58.838151
0.005821704864501953,0,"['$average', 'pressure']",2022-06-16 20:00:58.847122
0.008536577224731445,0,"['$average', 'temperature']",2022-06-16 20:00:58.858383
0.009561300277709961,0,"['$average', 'pressure']",2022-06-16 20:00:58.875281
0.006970643997192383,0,"['$average', 'temperature']",2022-06-16 20:00:58.883275
0.0029287338256835938,0,"['$average', 'pressure']",2022-06-16 20:00:58.887179
0.0029299259185791016,0,"['$average', 'temperature']",2022-06-16 20:00:58.891086
0.016887903213500977,0,"['$average', 'pressure']",2022-06-16 20:00:58.913608
0.005527973175048828,0,"['$average', 'temperature']",2022-06-16 20:00:58.924688
0.0029976367950439453,0,"['$average', 'pressure']",2022-06-16 20:00:58.929141
0.004412174224853516,0,"['$average', 'temperature']",2022-06-16 20:00:58.934055
0.00406646728515625,0,"['$average', 'pressure']",2022-06-16 20:00:58.938838
0.0029265880584716797,0,"['$average', 'temperature']",2022-06-16 20:00:58.943722
0.010776519775390625,0,"['$average', 'pressure']",2022-06-16 20:00:58.957108
0.004444122314453125,0,"['$average', 'temperature']",2022-06-16 20:00:58.963107
0.003162384033203125,0,"['$average', 'pressure']",2022-06-16 20:00:58.967445
0.0040929317474365234,0,"['$average', 'temperature']",2022-06-16 20:00:58.972877
0.003907918930053711,0,"['$average', 'pressure']",2022-06-16 20:00:58.977760
0.0032176971435546875,0,"['$average', 'temperature']",2022-06-16 20:00:58.983650
0.005650043487548828,0,"['$average', 'pressure']",2022-06-16 20:00:58.990783
0.0029833316802978516,0,"['$average', 'temperature']",2022-06-16 20:00:58.994176
0.003984928131103516,0,"['$average', 'pressure']",2022-06-16 20:00:58.999835
0.006997346878051758,0,"['$average', 'temperature']",2022-06-16 20:00:59.006833
0.0045244693756103516,0,"['$average', 'pressure']",2022-06-16 20:00:59.013426
0.003015756607055664,0,"['$average', 'temperature']",2022-06-16 20:00:59.017438
0.00511479377746582,0,"['$average', 'pressure']",2022-06-16 20:00:59.023978
0.0040035247802734375,0,"['$average', 'temperature']",2022-06-16 20:00:59.029006
0.0048809051513671875,0,"['$average', 'pressure']",2022-06-16 20:00:59.034864
0.005438804626464844,0,"['$average', 'temperature']",2022-06-16 20:00:59.041808
0.00428318977355957,0,"['$average', 'pressure']",2022-06-16 20:00:59.048566
0.004872798919677734,0,"['$average', 'temperature']",2022-06-16 20:00:59.055820
0.006110668182373047,0,"['$average', 'pressure']",2022-06-16 20:00:59.063240
0.004711627960205078,0,"['$average', 'temperature']",2022-06-16 20:00:59.070433
0.0055849552154541016,0,"['$average', 'pressure']",2022-06-16 20:00:59.079690
0.004414081573486328,0,"['$average', 'temperature']",2022-06-16 20:00:59.085472
0.006436824798583984,0,"['$average', 'pressure']",2022-06-16 20:00:59.092979
0.0029289722442626953,0,"['$average', 'temperature']",2022-06-16 20:00:59.097860
0.004885435104370117,0,"['$average', 'pressure']",2022-06-16 20:00:59.102745
0.004077911376953125,0,"['$average', 'temperature']",2022-06-16 20:00:59.108934
0.004511833190917969,0,"['$average', 'pressure']",2022-06-16 20:00:59.114642
0.003942012786865234,0,"['$average', 'temperature']",2022-06-16 20:00:59.120631
0.002941131591796875,0,"['$average', 'pressure']",2022-06-16 20:00:59.125451
0.0039255619049072266,0,"['$average', 'temperature']",2022-06-16 20:00:59.130334
0.002630472183227539,0,"['$average', 'pressure']",2022-06-16 20:00:59.133940
0.004882097244262695,0,"['$average', 'temperature']",2022-06-16 20:00:59.139798
0.006731510162353516,0,"['$average', 'pressure']",2022-06-16 20:00:59.148012
0.003904104232788086,0,"['$average', 'temperature']",2022-06-16 20:00:59.153896
0.0034029483795166016,0,"['$average', 'pressure']",2022-06-16 20:00:59.158271
0.004678964614868164,0,"['$average', 'temperature']",2022-06-16 20:00:59.163929
0.006081819534301758,0,"['$average', 'pressure']",2022-06-16 20:00:59.172141
0.006386756896972656,0,"['$average', 'temperature']",2022-06-16 20:00:59.179774
0.005925893783569336,0,"['$average', 'pressure']",2022-06-16 20:00:59.186355
0.007222890853881836,0,"['$average', 'temperature']",2022-06-16 20:00:59.195587
0.0030586719512939453,0,"['$average', 'pressure']",2022-06-16 20:00:59.200655
0.005152463912963867,0,"['$average', 'temperature']",2022-06-16 20:00:59.207148
0.004897356033325195,0,"['$average', 'pressure']",2022-06-16 20:00:59.213987
0.0029294490814208984,0,"['$average', 'temperature']",2022-06-16 20:00:59.218868
0.0047016143798828125,0,"['$average', 'pressure']",2022-06-16 20:00:59.224940
0.03085494041442871,0,"['$average', 'temperature']",2022-06-16 20:00:59.257270
